returns,sigma2
0.0,0.9999999999999992
-0.6338423493549823,0.8999999999999994
-0.4607227725297737,0.8551756123835839
0.5526225716462975,0.7981258178387984
0.4954305458171977,0.7589461158322753
1.1456662079602846,0.7196493410303066
1.4511182068604682,0.7929570458819704
0.29192307585934835,0.9345878940278689
0.4151145946314976,0.8529216181456069
-0.30779431041109667,0.792215388091373
-0.2698598347495413,0.7328568136298114
-1.6626701209942978,0.6802107246264446
-1.0749837838153196,0.9046263090571973
-1.074811519970352,0.934491376245208
0.2330260771802427,0.9598396501545247
-0.3034861773460169,0.8712938178959472
1.7391882761497475,0.7998101311955649
1.946383598767458,1.0323161975059032
1.0519020783988722,1.3063096792351139
1.055688113653637,1.2710130256038334
1.289935195220844,1.2418088110942158
-0.11978095376988544,1.2719307702170273
-0.09445175222557384,1.1325759023730755
-0.9780601132248814,1.0135816303669622
-0.3854414997902077,1.0072045443200646
1.0939098563743068,0.9209803776481074
0.13309339094587533,0.9524971983881769
-0.3405693119295389,0.8613940037012975
-0.26825072008248546,0.7937836487689188
0.09208773299562129,0.7319119463360582
0.9365394775637064,0.6729731694424768
-1.1032250998611515,0.7097378133296353
-0.24154679339113594,0.7749877034265547
0.7310679957963303,0.7145740332523254
-1.213983596602426,0.7108339697122429
1.1861075216620098,0.8015844915373826
-0.7779755497380751,0.8720319231010947
0.6186165454200532,0.8517517302349565
0.07782011218659585,0.8122576137264571
0.30558279410410305,0.741024568653562
-1.0066027781416589,0.6892089677607749
0.10333771507769135,0.7371525378929092
-0.2954279163236148,0.6776475255447206
0.955987048452778,0.6347281620873437
-0.44648763121256857,0.6809100614551876
-0.009460016785789168,0.6487086727194906
-0.2258770684823011,0.6014113210033258
0.29285996858663493,0.5663016678594428
0.882960070630773,0.5399331138005828
0.01241415906955327,0.5869049953633254
0.33000611065319535,0.548884657193367
-0.7488450089050694,0.5274423619212069
0.04998572047722976,0.5544028923692292
-0.876286587730229,0.5214923157390076
-0.6771152337622804,0.5700562867617452
0.9498199112383551,0.5803963477267782
-0.06309958077650671,0.6335526819462451
-0.48876060667393456,0.5889179353637254
0.010461404764087126,0.5744689381227938
-1.0251655586065083,0.5383095415033385
1.35109057079639,0.6126595525331372
-0.4269155543341324,0.753305192702658
0.21397629091821002,0.7085351028505014
-0.21733741696536685,0.6568334227304377
-0.05210756199620898,0.6130319646021898
-0.7692213739457796,0.5713486897135801
-0.25152831696781747,0.5948165384700463
0.5030432216765335,0.5619207071232056
-0.47117744137365597,0.5529378493421954
-0.09980108391684821,0.5421979900668086
1.2975855118063162,0.5118643171918851
0.06501959270050144,0.6534574856580684
-0.6868679261556911,0.605861617552852
0.9018581933975283,0.6121611297180661
0.6893518501967248,0.6516717803601816
0.7074022064248947,0.6514416106431191
0.23584280413755523,0.6537671572121322
0.19485252456274763,0.6112642664566589
1.049048019399966,0.5733713771210076
-0.1992158306824708,0.6474158452535557
0.7854138589060196,0.6042721631849729
0.2429830008910266,0.6253188316833915
0.6178629396776254,0.5874250808030836
0.05497060431295487,0.5874867799053287
-0.18310716745253397,0.5496659396533825
-0.5579828757743728,0.5205688721826242
-0.6235001087264714,0.5236180303209744
0.8285281020168341,0.5339505643310205
-0.597686344644653,0.5725038612645292
0.4170384400158005,0.5723511787323186
-0.21292504864381026,0.553890607967552
-0.5560740983474151,0.5253407244064161
0.794857253302464,0.5274614560307428
1.2018843256330953,0.5615220429388851
-1.5661929359033955,0.6717463297183044
0.12012750955107615,0.8662804115079286
0.5557963656752241,0.7877814116368337
0.07203354696896941,0.7505051599010875
1.9271590171202313,0.6884482691048174
2.2921705266307333,1.0065752164658763
0.47472252687756145,1.4309935063114563
-0.8401343334412652,1.2888806281172396
-0.9410897711138076,1.2161311037223335
-2.208225634467658,1.1722764338934872
1.4544492779953793,1.5340610140814732
-1.1898160189370557,1.5654941321953804
0.851950629763009,1.5222362282579958
0.9104281915154675,1.416482781574655
-0.5458026162541155,1.3368983135290693
-0.8704630015152153,1.2161536160906927
-0.07672799480075096,1.1595011573777765
-0.24284075644120764,1.0361647022897245
1.0428752968683253,0.9366371602451596
2.0943646296631537,0.9549004746902054
0.4014888034528821,1.3003017236850827
1.0179043722392804,1.171375791062123
-1.2378306672241965,1.149282353505189
1.6760895701208571,1.1801124765514805
2.9713044815991263,1.3340232297755503
0.9305616910465278,2.066784777546323
-1.1056337183463762,1.893361566998712
-0.1862278609595693,1.7815999238633486
-1.2422466429394272,1.567828016903604
-1.1066216585679916,1.5369714865574913
-0.8304922994893366,1.4788869130950448
1.400561493114996,1.3760256220818967
-0.6478785660215558,1.4157790283692628
0.2954780539835158,1.2953868377448883
-0.7126791275689803,1.1598095401217434
-0.22235611009356354,1.0866292629907301
-1.4927269428973118,0.9785790975117147
-1.1319355836123122,1.1046156054901128
0.40369831354764046,1.1170510812113705
0.20700285233566126,1.0157906518657858
0.5611610256615654,0.9177070721734278
1.286379813855736,0.8615411810195677
2.3451630550063816,0.9477873064161844
-0.02843783923621076,1.4055981859104434
-1.4427203490704723,1.2448393290939193
0.16847584804219104,1.316257630292034
1.9986036090863777,1.1716573968855823
-0.8593420559470847,1.4453504259780545
-0.8471867206732001,1.3523947389932827
-0.1432843432434391,1.2713080621127915
0.3744722472818096,1.1326648930977432
1.164444197621944,1.0267881055315107
0.9099053562517493,1.0583629186393253
0.6158050393214416,1.0324012565769887
-2.2800759993036657,0.9654626527358086
-0.14129758197839304,1.3905179110854982
-1.102827411916066,1.2339367250899673
-0.14042810396410668,1.220469046373821
-0.5879458410910845,1.0893706946560433
-0.10191937943878819,1.0105331216632671
0.8142535839354681,0.9099919094042959
-0.1519720021258463,0.8897940128888269
-1.5633168847653374,0.8086344598985167
0.6413859998176794,0.9817352591329791
-0.7850859085374771,0.9256125703392446
-0.31654216055882245,0.8984066731667695
-0.2812875466699907,0.8236655661328788
-1.0023803603133608,0.7580279996041092
-1.4921468322576807,0.794800438337687
0.07296437954481226,0.9482305894886971
0.6935072847420675,0.8565283811336284
0.809107296109255,0.8261443593626157
-2.649645541898418,0.8176881671199463
-0.4717468436769878,1.4470970918221706
0.8407213610870787,1.3022870365007648
2.242567545762191,1.2276252217244612
1.4441408120128607,1.5963923581963777
-1.5854630042439422,1.6154877729590376
-0.6101700092164679,1.6745339007978046
1.442561673422001,1.5105845596928562
-0.9921831358364217,1.5420952939015362
-2.6710972419783516,1.4592237373201253
-0.6601788735167917,2.0038162243325424
-0.007226744709594876,1.796827405186451
0.5351860277681322,1.577308516992393
-0.64653121340362,1.4193546478753571
0.8908254940190977,1.2982517116845693
-0.3609862567517168,1.2328709610113209
0.6105425465617678,1.1109714246159843
0.04099578496663513,1.0316019310397995
-1.7515804908929027,0.9270297068223325
-1.9874375708335172,1.1447786724066449
-2.2574837218849666,1.4180526813417114
0.48082612544344167,1.7649680545980146
0.04624854340478607,1.5733422226992078
-1.2256920527005384,1.387554782071033
0.6828034644325766,1.3796536655657041
-1.1914279050061891,1.2693276728349614
-2.045544328309136,1.2708785671924607
0.13642677608933784,1.5486719420213588
1.2776983689791803,1.368232377241568
0.8021854652300061,1.3762488328645386
-0.9557757114487313,1.2841616599974859
-1.9305271551611387,1.232888132057396
-0.07504609561452406,1.4706484219302425
1.6815388469808388,1.3006143502874046
1.186637934157618,1.4382794871348588
0.6052085475160487,1.4133485227428157
-1.0169918119882007,1.2879739829300418
-1.3038969156970377,1.2482051200556399
0.7795226571447851,1.2809890687237186
-1.575760715047516,1.1996062657153674
2.2569744743396263,1.3179675089667682
1.1872291360469927,1.6796657604038163
-1.158204288667025,1.6186671984911327
-0.13601103567768655,1.5600108361461316
-1.8700327975231121,1.3778591109068234
-0.4108269760944381,1.5708825106520117
1.4847568785207517,1.4021280144828998
2.2330146233157,1.4622591111419334
0.919388713969301,1.7915556752648192
-3.044288073244343,1.6573498847125088
0.7502820250208666,2.3855163892954074
0.7188476527242114,2.1339812426080376
-0.5830822770346596,1.9155582509995428
1.1892245362642078,1.7122230075288036
-1.5141366987333604,1.646815056164765
0.8647086136584602,1.679053791985166
-0.1455730324947094,1.5519678218409048
0.6000587923453489,1.3712917993437397
2.618946061100698,1.2516050848692744
0.46377133447161617,1.7997521692343694
-0.6014725419582072,1.6012977289169725
-1.1050780024359346,1.4472799914523933
-0.3247271176700783,1.4023077318813137
0.021445963195522177,1.2525063421941482
-0.5877654209756393,1.1146763837987645
1.9692094483936928,1.0320217452384168
0.6595687355173503,1.3149970686169534
-0.4360729992395438,1.2112506000116061
1.4793542425264974,1.0985789760764422
-1.8251413801029375,1.2026410271530905
1.566102904371123,1.4053589788165326
1.5398473183344512,1.4898229627020192
2.5600384826092544,1.5534624946748965
0.2760224595670033,2.025822823717691
1.5038840883287303,1.7795682399785793
0.630772469896161,1.788799739094626
0.7865674301474689,1.6102671691083223
-1.2137812883239625,1.4805959259589532
1.8160496276291405,1.455833038653648
0.43378839069627445,1.6172617078567948
-1.512177319548273,1.443489688468562
-0.12791182312415264,1.5056342597738976
-2.176528222688036,1.3314252642573075
-2.2594025519624488,1.6554389850344653
-1.3301563772017726,1.967613126460738
0.998896770505961,1.8994027562726816
1.7238032030485497,1.7642718186445032
-1.1825590062626474,1.8467807941318717
-0.4800852079589583,1.759608255341381
0.24001626482962984,1.5687151977302733
-0.07826443405160334,1.389168698809009
0.21768268161270982,1.2314059261513994
-1.2751912155242557,1.1014336122160995
0.587062802212345,1.1488298339987075
-0.21493148811292467,1.0609696322730424
-0.4462479413026756,0.9564437418903297
0.5939530538299324,0.8828909031184677
0.23657036556306202,0.8357352906660878
0.4025143867124438,0.7659715508524386
-0.1537709790958034,0.7172776013756224
1.2021466868149262,0.6620505125704872
-0.285871628196696,0.7572586013469245
1.155639275731307,0.7018420699256688
-0.26980802848262464,0.7801159729980964
0.5760598112116326,0.72037821427175
-0.852457543925147,0.6955059727403057
-1.5806443915780024,0.7138484632487492
0.9163784889460491,0.9066148630241361
-0.4006602260706763,0.90459758707082
0.7370834124488029,0.8349608106856975
1.2455812270724602,0.81404588477356
-0.7086089895011997,0.8970862613810595
-0.565406349367087,0.8627359921740918
0.12471561490342653,0.8152940273384396
-0.21037253657018007,0.7445553216977476
0.08936075229555035,0.6872976838573827
0.7358437546807158,0.6350015656838579
-0.7706600597908353,0.6438979339615406
-0.08175635217616785,0.6567049366429909
0.9714877114478518,0.6088676062586575
0.7508376421405997,0.6619163026692774
0.7819073203243493,0.6690045737544112
-0.5301555755320164,0.67979179344893
0.12434075119964924,0.6559295178583588
0.4331446631867816,0.6090861524204944
0.36513488633997937,0.5864846594821392
-0.44888008927986345,0.5618443090820693
0.8394544843098188,0.5477169961749487
0.5734844710464343,0.5860278298714928
-0.8317785050844634,0.5810120992439097
0.5860798757208404,0.6130458325093777
1.0953012194768705,0.6054379197054666
-0.2998179216705723,0.6845907078883986
-0.06642962013376803,0.640891180320625
1.0882072801854863,0.5951987927156429
-1.1998912658248222,0.6743384822731657
-1.26080042177598,0.7671616149124603
0.6940650045761179,0.8610491430306402
-0.3167039433872275,0.8300643946337688
-1.4491185281561425,0.7655848742144056
-1.7138888542169337,0.9107415939467871
0.5107664119088434,1.1178718553156723
1.6944516643564007,1.0262793097717449
-0.6908069839264117,1.2094540575900008
-0.7326757526309318,1.1257573778556513
-0.5010545377166328,1.0605751470266338
-0.4885288920972561,0.9765944399492816
0.8764473992956808,0.9039713217982667
-2.0213978981302376,0.8951916279017429
0.29577823630848327,1.2195178299730158
1.9094143268565247,1.0953386319844391
0.8242007897578061,1.3456241443472687
-0.12017517215898797,1.2617112168789175
0.4304481227948233,1.1238987415474242
1.086854345994715,1.0238424889570692
-0.6607185504837243,1.0383913525542687
-1.519470358579573,0.9762875499664598
0.49779400762490855,1.1107234345316845
0.5910185998215567,1.0188948067546586
-0.7696925888676324,0.9509908842749631
0.2573193257610186,0.9175849197694945
-0.8085658459912938,0.8365685053450809
1.7500950819539363,0.8264611022736804
-1.243933034056062,1.058775216520564
0.04622314593606502,1.1046958733640713
0.5753925358833519,0.9892051502814833
-0.0821167394768239,0.9239320347742882
-0.2282677130163263,0.8360165454483753
2.45962901021307,0.7658246785116894
1.0831051196910015,1.3059284635231088
-2.890197298073398,1.2773508640247282
1.6133021909949885,1.971072276600096
0.6207228314474765,1.9856858310570047
-1.054263341160922,1.7763626397464711
-3.236155123751247,1.6710553630360794
1.5261983208240637,2.517667057078812
2.554162148554037,2.4229451299656093
-2.0498812127010098,2.761877788581385
-1.1247922134246486,2.8177974189126336
0.24707983385419746,2.5716435584138106
0.2925228938913201,2.2420018690814807
0.2767541008506498,1.9642585530643137
0.29527453396764747,1.727279053338432
-1.1158796333200462,1.5269059003786483
-0.29701314708468396,1.4723887509276992
-0.9921754048190256,1.310352119242659
0.6392744467272298,1.26224050474904
0.17900986448613443,1.1637716108605245
0.9152965904330811,1.0424103223897803
-0.5729924179819451,1.0198255588771556
-1.4243284678915422,0.9496837561520619
